query	subject	evalue	coverage	pratio	score	qLen	sLen	qCoverage	sCoverage	defLine
Gorai.010G252500.1	AT3G29130.2	2e-61	0.798634812286689	0.744047619047619	183	125	168	0.936	0.696428571428571	
Gorai.007G322900.1	AT3G15354.1	0.0	0.949460533787621	1.10394265232975	1102	924	837	0.964285714285714	0.998805256869773	SPA1-related 3
Gorai.013G062000.1	AT2G13840.1	0.0	0.932735426008969	1.05529953917051	579	458	434	0.923580786026201	0.95852534562212	Polymerase/histidinol phosphatase-like
Gorai.013G265600.1	AT1G07740.1	0.0	0.911637931034483	1.02178649237473	514	469	459	0.904051172707889	0.92156862745098	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.002G038500.1	AT1G43080.1	1e-141	0.968710888610763	0.977722772277228	401	395	404	0.979746835443038	0.97029702970297	Pectin lyase-like superfamily protein
Gorai.007G128300.1	AT1G02840.1	1e-111	0.807817589576547	1.02640264026403	319	311	303	0.797427652733119	0.834983498349835	RNA-binding (RRM/RBD/RNP motifs) family protein
Gorai.004G084400.1	AT1G03440.1	0.0	0.977215189873418	0.98992443324937	619	393	397	0.982188295165394	0.972292191435768	Leucine-rich repeat (LRR) family protein
Gorai.008G053400.1	AT2G01260.1	1e-123	0.964705882352941	1.07317073170732	354	396	369	1	1	Protein of unknown function (DUF789)
Gorai.013G163800.1	AT1G51100.1	5e-94	0.85781990521327	1	270	211	211	0.85781990521327	0.85781990521327	
Gorai.004G112700.1	AT1G73890.1	6e-34	0.685714285714286	0.994818652849741	116	192	193	0.6875	0.740932642487047	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Gorai.013G149000.1	AT5G56100.1	1e-14	0.56390977443609	0.773333333333333	63.8	116	150	0.646551724137931	0.5	glycine-rich protein / oleosin
Gorai.009G265400.1	AT5G47850.1	0.0	0.909319899244333	1.11451398135819	722	837	751	0.893667861409797	0.96138482023968	CRINKLY4 related 4
Gorai.002G032500.1	AT1G72250.2	0.0	0.853535353535353	0.975062344139651	1236	1173	1203	0.883205456095482	0.842892768079801	Di-glucose binding protein with Kinesin motor domain
Gorai.005G171300.1	AT1G67600.1	2e-91	0.971786833855799	0.957055214723926	261	156	163	0.993589743589744	0.950920245398773	Acid phosphatase/vanadium-dependent haloperoxidase-related protein
Gorai.009G230800.1	AT4G24620.1	0.0	0.997558991049634	1.00489396411093	1063	616	613	1	1	phosphoglucose isomerase 1
Gorai.001G093300.1	AT4G15080.1	0.0	0.987569060773481	1.01671309192201	902	730	718	0.982191780821918	0.995821727019499	DHHC-type zinc finger family protein
Gorai.010G181400.1	AT1G62250.1	1e-110	0.957486136783734	1.02621722846442	315	274	267	0.963503649635037	0.970037453183521	
Gorai.013G045700.1	AT4G34090.3	1e-169	0.853223593964335	0.869230769230769	470	339	390	0.91740412979351	0.802564102564103	
Gorai.013G271700.1	AT2G30490.1	0.0	0.996039603960396	1	896	505	505	0.996039603960396	0.996039603960396	cinnamate-4-hydroxylase
Gorai.005G248400.1	AT2G21300.1	0.0	0.973461321287408	1.05452436194896	1077	909	862	1	1	ATP binding microtubule motor family protein
Gorai.004G263500.1	AT1G65230.1	1e-133	0.828711256117455	1.14335664335664	376	327	286	0.880733944954128	0.888111888111888	Uncharacterized conserved protein (DUF2358)
Gorai.006G059000.1	AT3G18260.1	6e-91	0.975169300225734	0.968888888888889	263	218	225	0.990825688073395	0.991111111111111	Reticulon family protein
Gorai.013G262100.1	AT1G07440.1	1e-119	0.968692449355433	1.04135338345865	338	277	266	0.956678700361011	0.988721804511278	NAD(P)-binding Rossmann-fold superfamily protein
Gorai.001G130300.1	AT1G07960.2	1e-74	0.927835051546392	0.993150684931507	217	145	146	0.944827586206897	0.924657534246575	PDI-like 5-1
Gorai.002G176200.1	AT1G70730.3	0.0	0.931309904153355	0.891238670694864	1057	590	662	0.988135593220339	0.885196374622356	Phosphoglucomutase/phosphomannomutase family protein
Gorai.011G027600.1	AT2G33793.1	4e-89	0.91725768321513	0.995283018867924	258	211	212	0.924170616113744	0.915094339622642	
Gorai.011G039100.1	AT1G29240.1	2e-53	0.519756838905775	1.28076256499133	186	739	577	0.488497970230041	0.592720970537262	Protein of unknown function (DUF688)
Gorai.007G027500.1	AT4G12510.1	8e-51	0.966037735849057	1.05426356589147	156	136	129	1	0.992248062015504	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Gorai.013G091200.1	AT2G03390.1	1e-147	0.985074626865672	1.03030303030303	414	340	330	0.982352941176471	1	uvrB/uvrC motif-containing protein
Gorai.007G362400.1	AT3G58030.1	1e-143	0.980163360560093	0.965596330275229	408	421	436	0.997624703087886	0.997706422018349	RING/U-box superfamily protein
Gorai.002G116900.1	AT1G20575.1	1e-166	0.969072164948454	0.971544715447154	457	239	246	0.98326359832636	0.955284552845528	Nucleotide-diphospho-sugar transferases superfamily protein
Gorai.001G144000.1	AT2G47420.1	0.0	0.994301994301994	0.988668555240793	533	349	353	1	1	Ribosomal RNA adenine dimethylase family protein
Gorai.N026600.1	AT4G19440.1	0.0	0.958707360861759	1.02545454545455	749	846	825	0.950354609929078	0.970909090909091	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.004G096900.1	AT5G24710.1	0.0	0.946441672780631	0.979665940450254	2078	1349	1377	0.956263899184581	0.946986201888163	Transducin/WD40 repeat-like superfamily protein
Gorai.003G082600.1	AT4G23740.1	0.0	0.949526813880126	0.987460815047022	810	630	638	0.955555555555556	0.968652037617555	Leucine-rich repeat protein kinase family protein
Gorai.002G264100.1	AT3G08980.1	1e-71	0.956521739130435	1.09090909090909	210	168	154	0.94047619047619	1	Peptidase S24/S26A/S26B/S26C family protein
Gorai.013G086400.1	AT1G69560.1	7e-80	0.360313315926893	1.32121212121212	244	436	330	0.318807339449541	0.418181818181818	myb domain protein 105
Gorai.007G248500.1	AT3G03530.1	0.0	0.957983193277311	0.990706319702602	722	533	538	0.962476547842402	1	non-specific phospholipase C4
Gorai.001G235600.1	AT4G28760.1	0.0	0.959958398335933	1.08116883116883	755	999	924	0.984984984984985	0.998917748917749	Protein of unknown function (DUF3741)
Gorai.012G184600.1	AT1G26180.1	1e-118	0.984615384615385	1.0242214532872	337	296	289	0.989864864864865	0.996539792387543	
Gorai.008G096000.1	AT4G14965.1	1e-127	0.966336633663366	1.06122448979592	358	260	245	0.992307692307692	0.995918367346939	membrane-associated progesterone binding protein 4
Gorai.001G150200.1	AT2G46870.1	3e-87	0.952086553323029	1.08709677419355	259	337	310	0.997032640949555	0.993548387096774	AP2/B3-like transcriptional factor family protein
Gorai.006G122300.1	AT2G44820.2	5e-42	0.709677419354839	0.917525773195876	136	178	194	0.758426966292135	0.680412371134021	
Gorai.004G212400.1	AT4G23370.1	2e-90	0.517647058823529	0.392100192678227	286	407	1038	0.918918918918919	0.368015414258189	
Gorai.008G108300.1	AT3G60340.1	1e-167	0.910162002945508	1.00887573964497	465	341	338	0.906158357771261	0.914201183431953	alpha/beta-Hydrolases superfamily protein
Gorai.007G033100.1	AT5G16760.1	1e-135	0.895348837209302	1.15673981191223	384	369	319	0.834688346883469	0.968652037617555	Inositol 1,3,4-trisphosphate 5/6-kinase family protein
Gorai.012G017400.1	AT3G54460.1	0.0	0.918105031215571	0.976052249637155	1570	1345	1378	0.954646840148699	0.90711175616836	SNF2 domain-containing protein / helicase domain-containing protein / F-box family protein
Gorai.009G013400.1	AT2G41040.1	1e-169	0.958273381294964	0.974431818181818	470	343	352	0.970845481049563	0.957386363636364	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Gorai.008G055600.1	AT1G67080.1	3e-94	0.772532188841202	1.11818181818182	272	246	220	0.735772357723577	0.818181818181818	abscisic acid (aba)-deficient 4
Gorai.008G209600.1	AT5G23670.1	0.0	0.992893401015228	1.01431492842536	895	496	489	1	1	long chain base2
Gorai.007G112100.1	AT1G01140.3	0.0	0.986666666666667	0.995565410199557	705	449	451	0.993318485523385	0.984478935698448	CBL-interacting protein kinase 9
Gorai.007G060400.1	AT4G39952.1	0.0	0.969230769230769	1.01290322580645	850	785	775	0.969426751592357	0.975483870967742	Pentatricopeptide repeat (PPR) superfamily protein
Gorai.001G198600.1	AT4G35700.1	9e-15	0.557377049180328	0.774545454545455	68.5	213	275	0.68075117370892	0.494545454545455	zinc finger (C2H2 type) family protein
Gorai.010G250700.1	AT1G12030.1	7e-72	0.867109634551495	1.04067796610169	219	307	295	0.90228013029316	0.884745762711864	Protein of unknown function (DUF506)
Gorai.008G042000.1	AT1G10790.1	3e-81	0.770531400966184	1.46428571428571	249	492	336	0.652439024390244	0.949404761904762	
Gorai.004G183300.1	AT3G56690.1	0.0	0.965753424657534	1	1109	1022	1022	0.99412915851272	0.965753424657534	Cam interacting protein 111
Gorai.004G272900.1	AT2G18670.1	6e-36	0.757660167130919	0.983425414364641	120	178	181	0.764044943820225	0.762430939226519	RING/U-box superfamily protein
Gorai.001G202100.1	AT3G59890.1	0.0	0.956152758132956	1.02578796561605	522	358	349	0.94413407821229	0.994269340974212	Dihydrodipicolinate reductase, bacterial/plant
Gorai.007G200500.1	AT3G26750.1	1e-161	0.940202391904324	1.06653992395437	460	561	526	0.994652406417112	0.97148288973384	
Gorai.011G019800.1	AT3G13150.1	1e-113	0.697424892703863	0.691470054446461	334	381	551	0.853018372703412	0.597096188747731	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.003G152100.1	AT5G58375.1	2e-25	0.988095238095238	0.976470588235294	89.1	83	85	1	1	Methyltransferase-related protein
Gorai.002G096100.1	AT5G55560.1	0.0	0.927868852459016	0.942675159235669	507	296	314	0.956081081081081	0.901273885350318	Protein kinase superfamily protein
Gorai.007G013400.1	AT5G52840.1	1e-102	0.997032640949555	0.994082840236686	290	168	169	1	1	NADH-ubiquinone oxidoreductase-related
Gorai.011G143000.1	AT3G59390.2	1e-136	0.910420475319927	1.003663003663	382	274	273	0.908759124087591	0.912087912087912	
Gorai.009G407400.1	AT3G52930.1	0.0	1	1	641	358	358	1	1	Aldolase superfamily protein
Gorai.012G054600.1	AT5G39785.2	1e-176	0.91415313225058	1.13014827018122	504	686	607	0.861516034985423	0.99505766062603	Protein of unknown function (DUF1666)
Gorai.009G203100.1	AT3G46940.1	5e-94	0.825316455696202	1.37951807228916	270	229	166	0.716157205240175	0.981927710843373	DUTP-PYROPHOSPHATASE-LIKE 1
Gorai.002G250400.1	AT5G02950.1	1e-108	0.758339006126617	1.32436708860759	334	837	632	0.709677419354839	0.881329113924051	Tudor/PWWP/MBT superfamily protein
Gorai.010G084800.1	AT5G57040.1	2e-71	0.613272311212815	1.21827411167513	213	240	197	0.558333333333333	0.680203045685279	Lactoylglutathione lyase / glyoxalase I family protein
Gorai.011G133600.1	AT1G21500.1	1e-16	0.937984496124031	1.04761904761905	68.8	132	126	0.992424242424242	0.96031746031746	
Gorai.007G309400.1	AT1G09530.1	2e-70	0.682926829268293	1.34732824427481	230	706	524	0.728045325779037	0.801526717557252	phytochrome interacting factor 3
Gorai.009G344400.1	AT1G60010.1	1e-63	0.991253644314869	0.982658959537572	191	170	173	1	1	
Gorai.001G129500.1	AT2G28510.1	4e-53	0.741830065359477	1.125	171	324	288	0.700617283950617	0.84375	Dof-type zinc finger DNA-binding family protein
Gorai.009G441100.1	AT5G55100.2	1e-148	0.88142041851617	0.868483412322275	440	733	844	0.997271487039563	0.82345971563981	SWAP (Suppressor-of-White-APricot)/surp domain-containing protein
Gorai.008G296100.1	AT5G62960.1	1e-160	0.94269340974212	1.01152737752161	447	351	347	0.971509971509972	0.948126801152738	
Gorai.011G008200.1	AT1G73080.1	0.0	0.972780008924587	0.995547640249332	1127	1118	1123	0.974955277280859	0.973285841495993	PEP1 receptor 1
Gorai.006G148500.1	AT3G52390.2	0.0	0.964560862865948	1.00928792569659	559	326	323	0.960122699386503	0.969040247678019	TatD related DNase
Gorai.013G241800.1	AT5G20310.1	8e-70	0.95609756097561	1.08121827411168	219	426	394	0.97887323943662	0.99492385786802	Adenine nucleotide alpha hydrolases-like superfamily protein
Gorai.010G112400.1	AT4G30960.1	0.0	0.951834862385321	0.977324263038549	668	431	441	0.962877030162413	0.959183673469388	SOS3-interacting protein 3
Gorai.010G060000.1	AT5G20300.1	0.0	0.969887076537014	1.01008827238335	934	801	793	0.982521847690387	0.974779319041614	Avirulence induced gene (AIG1) family protein
Gorai.013G114000.1	AT1G59590.1	7e-43	0.84037558685446	1.01895734597156	140	215	211	0.832558139534884	0.881516587677725	ZCF37
Gorai.002G021100.1	AT5G64680.3	7e-22	0.802752293577982	1.06635071090047	86.6	225	211	0.795555555555556	0.829383886255924	
Gorai.005G133700.1	AT4G34140.1	5e-89	0.612043435340573	0.911320754716981	274	483	530	0.650103519668737	0.584905660377358	D111/G-patch domain-containing protein
Gorai.003G113600.1	AT4G25225.1	2e-28	0.982142857142857	1	95.3	56	56	0.982142857142857	0.982142857142857	
Gorai.002G229000.1	AT3G57830.1	0.0	0.948580199539524	0.968277945619335	798	641	662	0.96411856474259	0.960725075528701	Leucine-rich repeat protein kinase family protein
Gorai.005G044200.1	AT3G22590.1	0.0	0.997584541062802	0.995180722891566	577	413	415	1	1	PLANT HOMOLOGOUS TO PARAFIBROMIN
Gorai.010G115000.1	AT4G32340.1	4e-48	0.5	1.08403361344538	155	258	238	0.484496124031008	0.521008403361345	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.006G143200.1	AT5G06740.1	0.0	0.98848810437452	0.998466257668712	782	651	652	0.992319508448541	0.987730061349693	Concanavalin A-like lectin protein kinase family protein
Gorai.002G022300.1	AT2G33500.1	1e-117	0.915137614678899	1.16915422885572	342	470	402	0.982978723404255	0.992537313432836	B-box type zinc finger protein with CCT domain
Gorai.008G043200.1	AT2G14260.1	0.0	0.972903225806452	1.03947368421053	598	395	380	0.956962025316456	0.992105263157895	proline iminopeptidase
Gorai.004G080500.1	AT3G63150.1	0.0	0.977777777777778	1.02954898911353	937	662	643	0.995468277945619	0.992223950233281	MIRO-related GTP-ase 2
Gorai.013G046400.1	AT4G34160.1	1e-125	0.746666666666667	0.99468085106383	359	374	376	0.775401069518717	0.74468085106383	CYCLIN D3;1
Gorai.008G278000.1	AT4G25540.1	0.0	0.976342129208371	1.03330249768733	1338	1117	1081	0.997314234556849	0.992599444958372	homolog of DNA mismatch repair protein MSH3
Gorai.005G017800.1	AT1G05790.1	0.0	0.94604064470918	1.07714701601164	705	740	687	0.985135135135135	0.982532751091703	lipase class 3 family protein
Gorai.001G134400.1	AT5G01110.1	0.0	0.9382373351839	0.976680384087791	910	712	729	0.949438202247191	0.928669410150892	Tetratricopeptide repeat (TPR)-like superfamily protein
Gorai.009G266300.1	AT1G71500.1	1e-127	0.982578397212544	1	361	287	287	0.996515679442509	0.982578397212544	Rieske (2Fe-2S) domain-containing protein
Gorai.001G185900.1	AT5G48840.1	1e-165	0.973058637083994	1.03548387096774	457	321	310	0.987538940809969	0.990322580645161	homolog of bacterial PANC
Gorai.011G169000.1	AT3G22380.2	0.0	0.976070528967254	1.04244372990354	892	1621	1555	1	0.996784565916399	time for coffee
Gorai.009G326900.1	AT2G03630.1	2e-23	0.504118616144975	1.40873015873016	93.9	355	252	0.430985915492958	0.650793650793651	
Gorai.007G205200.1	AT5G49530.1	1e-169	0.926724137931034	1.02031930333817	490	703	689	0.917496443812233	0.946298984034833	SIN-like family protein
Gorai.012G015300.1	AT2G40700.1	0.0	0.96106048053024	0.981937602627258	879	598	609	0.969899665551839	0.958949096880131	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Gorai.004G013500.1	AT3G13580.3	1e-156	0.985626283367556	0.995901639344262	430	243	244	0.987654320987654	0.983606557377049	Ribosomal protein L30/L7 family protein
Gorai.005G097100.1	AT4G24470.3	3e-83	0.910299003322259	0.899053627760252	248	285	317	0.96140350877193	0.946372239747634	GATA-type zinc finger protein with TIFY domain
Gorai.005G177400.1	AT1G67850.1	0.0	0.974874371859296	0.97029702970297	599	392	404	0.989795918367347	0.97029702970297	Protein of unknown function (DUF707)
Gorai.010G033600.1	AT5G49690.1	0.0	0.943796394485684	1.05	573	483	460	0.954451345755694	0.967391304347826	UDP-Glycosyltransferase superfamily protein
Gorai.005G044800.1	AT3G22780.1	1e-170	0.946206896551724	1.0863309352518	495	755	695	0.990728476821192	0.98705035971223	Tesmin/TSO1-like CXC domain-containing protein
Gorai.012G150100.1	AT2G43650.1	1e-170	0.973938942665674	1.05351681957187	491	689	654	0.997097242380261	1	Sas10/U3 ribonucleoprotein (Utp) family protein
Gorai.011G090900.1	AT1G14440.1	1e-81	0.926108374384236	0.951923076923077	244	297	312	0.94949494949495	0.91025641025641	homeobox protein 31
Gorai.007G232600.1	AT3G49645.1	5e-77	0.946902654867257	1.05454545454545	228	232	220	0.948275862068966	0.972727272727273	
Gorai.008G263100.1	AT5G24600.1	1e-116	0.88663967611336	0.991935483870968	329	246	248	0.890243902439024	0.907258064516129	Protein of unknown function, DUF599
Gorai.008G029700.1	AT2G21600.1	1e-119	0.997429305912596	0.994871794871795	334	194	195	1	1	endoplasmatic reticulum retrieval protein 1B
Gorai.013G235900.1	AT5G20280.1	0.0	0.990458015267176	1.00958772770853	1745	1053	1043	0.997150997150997	0.995206136145733	sucrose phosphate synthase 1F
Gorai.013G231000.1	AT4G13360.1	0.0	0.945	0.900237529691211	634	379	421	0.997361477572559	0.897862232779097	ATP-dependent caseinolytic (Clp) protease/crotonase family protein
Gorai.002G050200.1	AT1G53380.1	0.0	0.990120746432492	1.01103752759382	558	458	453	0.989082969432314	0.995584988962472	Plant protein of unknown function (DUF641)
Gorai.012G182000.1	AT1G70670.1	3e-88	0.887780548628429	1.05641025641026	255	206	195	0.864077669902913	0.912820512820513	Caleosin-related family protein
Gorai.011G030300.1	AT4G18425.1	4e-98	0.990521327014218	0.981220657276995	281	209	213	1	0.981220657276995	Protein of unknown function (DUF679)
Gorai.002G110700.1	AT3G12750.1	1e-159	0.967651195499297	1.00281690140845	445	356	355	0.971910112359551	0.969014084507042	zinc transporter 1 precursor
Gorai.012G003500.1	AT5G53130.1	0.0	0.995798319327731	0.994413407821229	1182	712	716	0.998595505617977	1	cyclic nucleotide gated channel 1
Gorai.009G178000.1	AT1G11655.1	3e-24	0.977777777777778	0.991150442477876	87.4	112	113	1	0.973451327433628	
Gorai.008G073000.1	AT2G23630.1	0.0	0.968460111317254	0.992606284658041	789	537	541	0.972067039106145	0.964879852125693	SKU5  similar 16
Gorai.009G366600.1	AT3G14860.2	0.0	0.967280163599182	0.983772819472617	613	485	493	0.987628865979381	0.959432048681542	NHL domain-containing protein
Gorai.010G221400.1	AT1G30700.1	0.0	0.947069943289225	1.00759013282732	664	531	527	0.943502824858757	0.952561669829222	FAD-binding Berberine family protein
Gorai.009G017700.1	AT2G41480.1	0.0	0.972972972972973	0.953079178885631	500	325	341	0.996923076923077	0.950146627565982	Peroxidase superfamily protein
Gorai.007G003200.1	AT3G12960.1	9e-27	0.714285714285714	0.953488372093023	92.2	82	86	0.731707317073171	0.697674418604651	
Gorai.007G062200.1	AT2G21950.1	1e-152	0.96514745308311	1.00537634408602	429	374	372	0.962566844919786	0.973118279569892	SKP1 interacting partner 6
Gorai.004G148300.1	AT3G62010.1	0.0	0.999601434834595	1.00079744816587	2084	1255	1254	1	1	
Gorai.013G261600.1	AT5G59140.1	4e-59	0.969072164948454	1.02083333333333	175	98	96	0.959183673469388	0.979166666666667	BTB/POZ domain-containing protein
Gorai.005G252300.1	AT2G21150.1	0.0	0.99851411589896	0.997032640949555	546	336	337	1	1	XAP5 family protein
Gorai.008G011800.1	AT5G08410.1	3e-45	0.593659942363112	0.885869565217391	144	163	184	0.631901840490798	0.576086956521739	ferredoxin/thioredoxin reductase subunit A (variable subunit) 2
Gorai.012G011600.1	AT1G54210.1	3e-59	0.989473684210526	0.979166666666667	175	94	96	1	1	Ubiquitin-like superfamily protein
Gorai.010G108400.1	AT5G25770.3	0.0	0.854761904761905	0.995249406175772	511	419	421	0.866348448687351	0.852731591448931	alpha/beta-Hydrolases superfamily protein
Gorai.009G440300.1	AT5G54980.1	2e-60	0.873015873015873	0.948453608247423	183	184	194	0.896739130434783	0.850515463917526	Uncharacterised protein family (UPF0497)
Gorai.009G198400.1	AT5G42990.1	1e-104	1	1	294	161	161	1	1	ubiquitin-conjugating enzyme 18
Gorai.010G212600.1	AT3G11450.1	0.0	0.985328185328185	1.0015455950541	802	648	647	0.990740740740741	0.986089644513138	DnaJ domain ;Myb-like DNA-binding domain
Gorai.001G190700.1	AT4G12710.1	1e-164	0.884664131812421	0.962686567164179	459	387	402	0.901808785529716	0.870646766169154	ARM repeat superfamily protein
Gorai.013G215700.1	AT4G28088.1	1e-40	0.993464052287582	0.987012987012987	127	76	77	1	0.987012987012987	Low temperature and salt responsive protein family
Gorai.005G061500.1	AT5G49150.1	0.0	0.899082568807339	1.14660831509847	1076	1048	914	0.841603053435115	0.982494529540481	gamete expressed 2
Gorai.008G211100.1	AT5G51010.1	2e-55	0.666666666666667	1.08441558441558	169	167	154	0.640718562874252	0.694805194805195	Rubredoxin-like superfamily protein
Gorai.001G216700.1	AT2G32980.1	1e-159	0.989966555183946	1.02027027027027	442	302	296	1	1	
Gorai.006G024900.1	AT3G28730.1	0.0	0.986238532110092	1.02476780185759	936	662	646	0.998489425981873	0.998452012383901	high mobility group
Gorai.011G029400.1	AT2G33810.1	2e-50	0.791411042944785	1.48854961832061	157	195	131	0.682051282051282	0.984732824427481	squamosa promoter binding protein-like 3
Gorai.005G125900.1	AT1G80500.1	1e-96	1	1	273	135	135	1	1	SNARE-like superfamily protein
Gorai.008G296400.1	AT5G17990.1	0.0	0.810304449648712	0.923423423423423	554	410	444	0.84390243902439	0.781531531531532	tryptophan biosynthesis 1
Gorai.008G215300.1	AT5G07630.1	0.0	0.91498685363716	0.867430441898527	753	530	611	0.984905660377358	0.85924713584288	lipid transporters
Gorai.013G181200.1	AT1G55290.1	0.0	0.997222222222222	0.994459833795014	508	359	361	1	1	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Gorai.010G243600.1	AT5G25170.1	1e-112	0.809734513274336	1.07339449541284	317	234	218	0.782051282051282	0.848623853211009	PPPDE putative thiol peptidase family protein
Gorai.009G090900.1	AT5G58660.1	1e-111	0.972423802612482	0.957386363636364	322	337	352	0.99406528189911	0.988636363636364	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Gorai.004G032700.1	AT3G20280.1	8e-91	0.520127795527157	1.10632570659489	291	822	743	0.587591240875912	0.547779273216689	RING/FYVE/PHD zinc finger superfamily protein
Gorai.011G062500.1	AT1G11890.1	1e-157	1	1	433	218	218	1	1	Synaptobrevin family protein
Gorai.011G043700.1	AT5G46220.1	0.0	0.985854189336235	0.989177489177489	595	457	462	0.991247264770241	1	Protein of unknown function (DUF616)
Gorai.005G096600.1	AT4G24560.1	0.0	0.920115495668912	1.06150793650794	706	1070	1008	0.928971962616822	0.948412698412698	ubiquitin-specific protease 16
Gorai.009G130600.1	AT1G52600.1	1e-127	1	1	352	180	180	1	1	Peptidase S24/S26A/S26B/S26C family protein
Gorai.010G133600.1	AT4G09750.1	1e-103	0.496433666191155	1.17701863354037	302	379	322	0.45910290237467	0.540372670807453	NAD(P)-binding Rossmann-fold superfamily protein
Gorai.008G083200.1	AT5G45680.1	4e-82	0.97423887587822	1.05288461538462	240	219	208	1	1	FK506-binding protein 13
Gorai.009G454300.1	AT5G56130.1	0.0	0.996815286624204	0.993650793650794	596	313	315	1	1	Transducin/WD40 repeat-like superfamily protein
Gorai.004G262500.1	AT5G64760.1	0.0	0.978627671541057	1.01131221719457	747	447	442	0.982102908277405	0.984162895927602	regulatory particle non-ATPase subunit 5B
Gorai.009G182500.1	AT4G04020.1	1e-144	0.984472049689441	1.0251572327044	406	326	318	1	0.99685534591195	fibrillin
Gorai.006G131300.1	AT1G71870.1	0.0	0.960474308300395	0.984313725490196	724	502	510	0.968127490039841	0.980392156862745	MATE efflux family protein
Gorai.011G155500.1	AT2G32810.1	0.0	0.98030388294879	1.00338218714769	1360	890	887	0.986516853932584	0.981961668545659	beta galactosidase 9
Gorai.009G030300.1	AT4G29460.1	6e-49	0.764179104477612	0.79144385026738	153	148	187	0.864864864864865	0.716577540106952	Phospholipase A2 family protein
Gorai.013G147900.1	AT3G13350.1	1e-109	0.92332268370607	0.962382445141066	314	307	319	0.960912052117264	0.905956112852665	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain
Gorai.011G050300.1	AT1G31300.1	1e-157	0.990958408679928	0.989208633093525	436	275	278	0.996363636363636	0.989208633093525	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
Gorai.002G215800.1	AT5G49940.1	1e-103	0.800856531049251	0.987234042553191	295	232	235	0.810344827586207	0.795744680851064	NIFU-like protein 2
Gorai.004G094500.1	AT3G13560.1	0.0	0.912738214643932	0.974257425742574	686	492	505	0.92479674796748	0.902970297029703	O-Glycosyl hydrolases family 17 protein
Gorai.006G198400.1	AT3G49070.1	1e-111	0.88348271446863	0.877403846153846	325	365	416	0.945205479452055	0.831730769230769	Protein of unknown function (DUF677)
Gorai.006G030800.1	AT3G27810.1	4e-89	0.929384965831435	0.942477876106195	258	213	226	0.957746478873239	0.929203539823009	myb domain protein 21
Gorai.006G064900.1	AT5G51570.1	0.0	0.993150684931507	1	531	292	292	0.993150684931507	0.993150684931507	SPFH/Band 7/PHB domain-containing membrane-associated protein family
Gorai.002G164900.1	AT1G24100.1	0.0	0.972796517954298	0.997826086956522	513	459	460	0.973856209150327	0.982608695652174	UDP-glucosyl transferase 74B1
Gorai.010G125400.1	AT4G31200.2	0.0	0.796366389099167	1.03230769230769	633	671	650	0.822652757078987	0.809230769230769	SWAP (Suppressor-of-White-APricot)/surp RNA-binding domain-containing protein
Gorai.008G187400.1	AT1G26110.1	0.0	0.922693266832918	0.968903436988543	542	592	611	0.939189189189189	0.908346972176759	decapping 5
Gorai.011G111000.1	AT4G01020.1	0.0	0.986185508880744	0.984890878567431	2125	1760	1787	0.998863636363636	0.978735310576385	helicase domain-containing protein / IBR domain-containing protein / zinc finger protein-related
Gorai.007G379300.1	AT2G43240.1	0.0	0.995061728395062	0.995073891625616	695	404	406	0.997524752475248	0.997536945812808	Nucleotide-sugar transporter family protein
Gorai.007G206200.1	AT4G36790.1	0.0	0.995926680244399	1.0081799591002	714	493	489	1	1	Major facilitator superfamily protein
Gorai.009G426200.1	AT3G20570.1	2e-52	0.741573033707865	1.19211822660099	165	242	203	0.681818181818182	0.862068965517241	early nodulin-like protein 9
Gorai.008G194300.1	AT5G61440.1	3e-80	0.665546218487395	1.42857142857143	240	350	245	0.565714285714286	0.816326530612245	atypical CYS  HIS rich thioredoxin 5
Gorai.004G082900.1	AT3G63088.1	6e-13	0.550724637681159	1.875	56.7	90	48	0.422222222222222	0.791666666666667	ROTUNDIFOLIA like 14
Gorai.004G077600.1	AT3G63280.1	0.0	0.950086058519793	1.09369369369369	698	607	555	0.99505766062603	0.994594594594595	NIMA-related kinase 4
Gorai.006G091100.1	AT1G79650.4	0.0	0.971354166666667	0.944303797468354	570	373	395	1	1	Rad23 UV excision repair protein family
Gorai.005G192600.1	AT1G68410.1	0.0	0.988425925925926	0.981651376146789	692	428	436	0.997663551401869	0.997706422018349	Protein phosphatase 2C family protein
Gorai.004G292300.1	AT5G25340.1	8e-50	0.459627329192547	1.32211538461538	159	275	208	0.403636363636364	0.533653846153846	Ubiquitin-like superfamily protein
Gorai.013G006300.1	AT1G60500.1	0.0	0.941002949852507	1.02690582959641	747	687	669	0.933042212518195	0.953662182361734	Dynamin related protein 4C
